,Playlistid,Trackid,Artist_Name,Track_Name,Album_Name,Track_Duration,Artist_uri,Track_uri,Album_uri,acousticness,artist_genres,artist_popularity,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
10,537,10,Rebelution,Count Me In,Count Me In,189613,spotify:artist:2WjvvwAX0mdWwq3aFuUdtc,spotify:track:0BweE3lWBMXRPWWLtLV5z8,spotify:album:05SuSxEPuEJI1RnwTcOCRg,0.0204,['reggae rock'],68.0,0.8,0.6609999999999999,False,0.00010700000000000001,7.0,0.0687,-8.291,1.0,0.0304,92.015,4.0,0.59
11,537,11,Bob Marley & The Wailers,Jamming,Exodus,211000,spotify:artist:2QsynagSdAqZj3U9HgDzjD,spotify:track:6gOirCUz62z0mFhCJ6P5KC,spotify:album:3q8y9MBuOdOzwJb8QJfwBG,0.102,"['reggae', 'roots reggae']",79.0,0.934,0.467,False,3.98e-05,11.0,0.109,-10.99,0.0,0.307,123.583,4.0,0.73
12,537,12,Wild Belle,Keep You,Isles,210613,spotify:artist:4wHZkzWXD9GPr4RQAYjUcv,spotify:track:1eREJIBdqeCcqNCB1pbz7w,spotify:album:5xLuG0ycrUWoF0gn9RoGZO,0.0406,['shimmer pop'],51.0,0.64,0.893,False,0.007379999999999999,7.0,0.0735,-5.795,0.0,0.0475,133.97299999999998,4.0,0.919
13,537,13,Ziggy Marley,Fly Rasta,Fly Rasta,219906,spotify:artist:0o0rlxlC3ApLWsxFkUjMXc,spotify:track:7dFKiop2pzcDffeBNOXyPb,spotify:album:5nQixRPyGjTQnCc5GR1kKC,0.0621,"['reggae', 'roots reggae']",62.0,0.816,0.6940000000000001,False,0.0,1.0,0.0615,-5.94,1.0,0.156,112.95700000000001,4.0,0.8220000000000001
14,537,14,J Boog,Sunshine Girl,Backyard Boogie,217270,spotify:artist:7oEWmZ9dKlAVxTgmjUbYr4,spotify:track:4RjHalDdUreXDJSJLo44lK,spotify:album:7oyBRhMZuVDSdDk7uQOGzI,0.11900000000000001,"['polynesian pop', 'reggae fusion']",57.0,0.769,0.536,False,0.0,8.0,0.0439,-6.678999999999999,1.0,0.0341,118.116,4.0,0.9159999999999999
15,537,15,Bob Marley & The Wailers,One Love / People Get Ready,Exodus,172933,spotify:artist:2QsynagSdAqZj3U9HgDzjD,spotify:track:4OsZ1vrenrtSbqLJxOceKl,spotify:album:3q8y9MBuOdOzwJb8QJfwBG,0.0783,"['reggae', 'roots reggae']",79.0,0.725,0.523,False,0.0,10.0,0.0665,-9.593,1.0,0.324,76.292,4.0,0.95
16,537,16,SOJA,You and Me,Born In Babylon,310152,spotify:artist:2vaWvC8suCFkRXejDOK7EE,spotify:track:0DmZM13fo3Oq96ZWyHWpiL,spotify:album:0iWAzOU9mbH3m6b07F90G1,0.0258,['reggae'],64.0,0.92,0.319,False,0.0,4.0,0.105,-7.965,0.0,0.0372,113.98700000000001,4.0,0.439
17,537,17,Jack Johnson,Breakdown - Live,Jack Johnson & Friends: Best Of Kokua Festival,253933,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,spotify:track:3ILcKrcSfFzDLIH62r2nEJ,spotify:album:71Yq7ifa73Wq88gLK9kstu,0.649,['neo mellow'],76.0,0.591,0.507,False,0.00018899999999999999,0.0,0.838,-11.148,1.0,0.0404,139.67600000000002,4.0,0.5489999999999999
18,537,18,Rebelution,Ordinary Girl,Courage To Grow,230880,spotify:artist:2WjvvwAX0mdWwq3aFuUdtc,spotify:track:1mB5iZe1OrN9gYZtLOklI6,spotify:album:518YN9HLtDaQix1lEJiVLo,0.000728,['reggae rock'],68.0,0.7859999999999999,0.669,False,0.0,1.0,0.0346,-8.273,0.0,0.0669,77.17699999999999,4.0,0.8320000000000001
19,537,19,Sublime,Badfish,Jah Won't Pay The Bills,188085,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,spotify:track:4paJ10JPNCyOaLtz2cY928,spotify:album:02VqlfUtNMogzTh1lckGOF,0.0854,['ska punk'],71.0,0.8009999999999999,0.5479999999999999,False,0.00023199999999999997,11.0,0.387,-5.482,0.0,0.0517,92.059,4.0,0.627
20,537,20,Sublime,What I Got,Sublime,171066,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,spotify:track:5nkYHBWXu7KCgcdwP6jcB1,spotify:album:4R3tXoorBpHji6Jdms8a4Q,0.0128,['ska punk'],71.0,0.799,0.696,True,0.000333,7.0,0.331,-7.513,1.0,0.0859,95.637,4.0,0.62
21,537,21,Jack Johnson,I Got You,From Here To Now To You,179346,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,spotify:track:12jjuxN1gxlm29cqL5M6MW,spotify:album:3da6Ihr5l6xjOCDs5sTXIu,0.593,['neo mellow'],76.0,0.898,0.406,False,1.32e-05,11.0,0.0906,-6.517,1.0,0.0385,98.059,4.0,0.54
22,537,22,Sister Nancy,Bam Bam,One Two,196506,spotify:artist:21pMSs2JHWwwy2kp1QIIVB,spotify:track:7cKLOenzViwzoHJWciMIrj,spotify:album:4H9eL5O62tZRXwksrtMQfN,0.825,"['reggae', 'roots reggae']",51.0,0.722,0.605,False,0.0178,5.0,0.248,-6.07,1.0,0.153,165.998,4.0,0.7090000000000001
23,537,23,Ini Kamoze,World A Music,Ini Kamoze,345493,spotify:artist:1VJspRsoC6c0bvqhnSiFCs,spotify:track:2SE11vmjbi7j5QKJ885ib6,spotify:album:4LAY1FlsUIxoYTcDDgwLta,0.00954,"['dancehall', 'dub', 'reggae', 'reggae fusion', 'roots reggae']",57.0,0.8740000000000001,0.491,False,0.00629,6.0,0.0484,-7.737,0.0,0.121,74.09899999999999,4.0,0.364
24,537,24,Bob Marley & The Wailers,Waiting In Vain,Exodus,256240,spotify:artist:2QsynagSdAqZj3U9HgDzjD,spotify:track:2jvoqPDIsm5rHRLgxstX15,spotify:album:5EoLQ6g8jZiZkMXvi66u9Y,0.0292,"['reggae', 'roots reggae']",79.0,0.83,0.46299999999999997,False,1.58e-05,8.0,0.0589,-11.644,1.0,0.335,78.876,4.0,0.779
25,537,25,Matisyahu,One Day - New Album Version,Playlist: The Very Best Of Matisyahu,206973,spotify:artist:5eyMzR1hYiEZtN2c9ly2kw,spotify:track:468jbp2UybC99Ic7MrTDji,spotify:album:78k6UD5vRQEJ0Z1E96xFm2,0.196,['reggae fusion'],61.0,0.5760000000000001,0.563,False,0.0,0.0,0.114,-7.332999999999999,1.0,0.067,144.892,4.0,0.24600000000000002
26,537,26,Suga Roy,Run Come,The Kings Book,241986,spotify:artist:3gUNWcOw9LusS36bJsjrNA,spotify:track:162DgplY07JLMe5lpZYLiF,spotify:album:2wNbMS5bLWcFwo1J3UnQLt,0.0602,[],23.0,0.7929999999999999,0.7020000000000001,False,0.0,4.0,0.25,-7.678999999999999,0.0,0.266,76.954,4.0,0.652
27,537,27,TreeHouse!,Blessings,Growth,330560,spotify:artist:71GpODupq5vjwvwXF06Vqz,spotify:track:4lyJwzshMPoXNPSp7qbz7Z,spotify:album:7hJ2lPsaLOGJDgv9J30I6R,0.249,[],29.0,0.545,0.696,True,0.0,7.0,0.0859,-5.188,1.0,0.0316,125.852,4.0,0.674
28,537,28,Morgan Heritage,Sunday Morning,Strictly Roots,236880,spotify:artist:3VV18HyGcfLTqNjSjbROA1,spotify:track:3gonK3rQEsWNMyETqnOyxl,spotify:album:2wF68GbQuZQxui1sOq385l,0.114,"['dancehall', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",52.0,0.83,0.8340000000000001,False,0.0,8.0,0.243,-3.574,1.0,0.0316,117.99799999999999,4.0,0.7140000000000001
29,537,29,J Boog,Good Cry,Wash House Ting,221666,spotify:artist:7oEWmZ9dKlAVxTgmjUbYr4,spotify:track:5dwNgWoqKuGiULtMKILzKz,spotify:album:1vvWNmE4sucY3u3xd25SbK,0.139,"['polynesian pop', 'reggae fusion']",57.0,0.81,0.772,False,0.0,7.0,0.299,-4.494,1.0,0.272,89.913,4.0,0.8320000000000001
30,537,30,Natural Vibrations,Put a Little Love,All Natural,264400,spotify:artist:2u0CzUCFU8OEoIFORUq6wJ,spotify:track:0yQLIH6DH7Hop9K1eHLzVL,spotify:album:3pwOfQqtWgH4duJxZm5pax,0.0117,"['hawaiian', 'reggae rock']",39.0,0.731,0.6509999999999999,False,0.0,0.0,0.052000000000000005,-8.755,1.0,0.0705,77.866,4.0,0.615
31,537,31,Common Kings,Alcoholic,Summer Anthems,170026,spotify:artist:4j0qbafzqnGf4ARF8tY4VL,spotify:track:1hUekE1ArfXmZGK3eeb5Pb,spotify:album:5sFwkNJZg9vxc9YhiGtxZk,0.141,['polynesian pop'],56.0,0.597,0.604,False,0.0,6.0,0.172,-10.154,0.0,0.222,72.704,4.0,0.951
32,537,32,Common Kings,24/7,Summer Anthems,185480,spotify:artist:4j0qbafzqnGf4ARF8tY4VL,spotify:track:0e3aRkhcCdkYN62p2PFfD3,spotify:album:5sFwkNJZg9vxc9YhiGtxZk,0.369,['polynesian pop'],56.0,0.644,0.647,False,0.0,0.0,0.33399999999999996,-9.061,1.0,0.0795,76.94800000000001,4.0,0.632
33,537,33,Common Kings,Your Turn,Summer Anthems,201200,spotify:artist:4j0qbafzqnGf4ARF8tY4VL,spotify:track:4aG41nJ7tfC1Z4yuVyhjRr,spotify:album:5sFwkNJZg9vxc9YhiGtxZk,0.00953,['polynesian pop'],56.0,0.669,0.688,False,0.0,0.0,0.0613,-8.807,0.0,0.0899,81.944,4.0,0.889
34,537,34,Jack Johnson,Banana Pancakes,In Between Dreams,191906,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,spotify:track:0BgbobvykXxEvxo2HhCuvM,spotify:album:2B9q4KPjOEYu885Keo9dfX,0.602,['neo mellow'],76.0,0.8140000000000001,0.373,False,1.75e-05,7.0,0.0931,-8.017000000000001,1.0,0.11599999999999999,114.55,4.0,0.632
35,537,35,UB40,Red Red Wine - Edit,Alle 40 Goed,183853,spotify:artist:69MEO1AADKg1IZrq2XLzo5,spotify:track:1vYew137WJ69SFp9oez3xm,spotify:album:6T31ynBNvwXQ5q6JrMQg2r,0.00137,['reggae fusion'],68.0,0.858,0.396,False,1.0800000000000002e-05,1.0,0.11900000000000001,-10.777000000000001,1.0,0.0515,89.10799999999999,4.0,0.831
36,3672,0,Jason Aldean,Dirt Road Anthem,My Kinda Party,229400,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:track:2qYsSHsYkihWx043HVJQRV,spotify:album:6gYk1JlSSmlUZGs1Lef1BI,0.34700000000000003,"['contemporary country', 'country', 'country road']",76.0,0.68,0.741,False,1.87e-06,2.0,0.11699999999999999,-5.055,1.0,0.0357,127.024,4.0,0.635
37,3672,1,Luke Bryan,Home Alone Tonight,Kill The Lights,190773,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,spotify:track:0RE8WWlaCQM6M4XHUK3u7b,spotify:album:0WtCqmpVN7rRGfDMSWSXBA,0.076,"['contemporary country', 'country', 'country road']",76.0,0.498,0.968,False,0.0,8.0,0.0947,-1.18,1.0,0.113,161.989,4.0,0.491
38,3672,2,Zac Brown Band,Beautiful Drug,JEKYLL + HYDE,191600,spotify:artist:6yJCxee7QumYr820xdIsjo,spotify:track:0vcfOQOvTCv8ckiRs8Xc1Z,spotify:album:1xy141zMRluP7YaE94IawT,0.0424,"['contemporary country', 'country', 'country road', 'modern country rock']",73.0,0.61,0.857,False,2e-06,8.0,0.128,-5.267,0.0,0.0877,125.838,4.0,0.373
39,3672,3,Darius Rucker,Wagon Wheel,True Believers,298400,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,spotify:track:3xdjjKMcMOFgo1eQrfbogM,spotify:album:6cowf7fdb5dgKoglTekOK8,0.456,"['contemporary country', 'country', 'country road', 'modern country rock']",69.0,0.529,0.6629999999999999,False,0.0,9.0,0.142,-7.138,1.0,0.0306,148.102,4.0,0.5920000000000001
40,3672,4,Florida Georgia Line,Get Your Shine On,Here's To The Good Times,222013,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:6s9ICeczYOfbHHIaSMq9jd,spotify:album:5MH765pytbQasmDxXArTah,0.00286,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.49700000000000005,0.927,False,1.26e-06,0.0,0.413,-4.52,1.0,0.0371,96.991,4.0,0.607
41,3672,5,A Thousand Horses,Smoke,Southernality,219080,spotify:artist:55RI2GNCfyXr0f14uIdhwd,spotify:track:1JqVM7aB2AwafhGHRABPAA,spotify:album:29mMmTIxYkA3uRKUJwM9lB,0.0417,"['contemporary country', 'country road', 'lift kit', 'modern country rock']",45.0,0.429,0.784,False,0.000172,7.0,0.385,-5.497000000000001,1.0,0.0296,150.013,4.0,0.39399999999999996
42,3672,6,Zac Brown Band,Homegrown,JEKYLL + HYDE,205000,spotify:artist:6yJCxee7QumYr820xdIsjo,spotify:track:1qwnPVOIJjAFfCc40Etb1D,spotify:album:1xy141zMRluP7YaE94IawT,0.0189,"['contemporary country', 'country', 'country road', 'modern country rock']",73.0,0.7170000000000001,0.7959999999999999,False,8.94e-05,6.0,0.19,-3.677,1.0,0.0303,105.01700000000001,4.0,0.9420000000000001
43,3672,7,Sam Hunt,Break Up In A Small Town,Montevallo,229880,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,spotify:track:2N3F1EQCpnIeDOA3rLSAfE,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.0833,['contemporary country'],73.0,0.5920000000000001,0.794,False,0.0,8.0,0.22699999999999998,-5.336,1.0,0.187,135.991,4.0,0.43799999999999994
44,3672,8,Lady Antebellum,Bartender,747,198266,spotify:artist:32WkQRZEVKSzVAAYqukAEA,spotify:track:6olKv2HP3XgBpvVxAswowe,spotify:album:1JHNRou038CfCC0RZztDz8,0.016,"['contemporary country', 'country', 'country dawn', 'country road', 'neo mellow', 'pop rock']",67.0,0.626,0.9359999999999999,False,4.41e-06,11.0,0.337,-3.86,0.0,0.036000000000000004,101.01,4.0,0.6559999999999999
45,3672,9,David Nail,Whatever She's Got,I'm A Fire,236800,spotify:artist:4DZGvSv2oMkBUnPz67E6z6,spotify:track:4PJXT82AZtlDW4Q71b43oz,spotify:album:53ljIT3F5IV2YP0fVdlSGo,0.217,"['contemporary country', 'country', 'country road', 'modern country rock']",59.0,0.527,0.723,False,0.0,1.0,0.037000000000000005,-6.1339999999999995,1.0,0.0411,160.465,4.0,0.888
46,3672,10,Brantley Gilbert,Bottoms Up,Just As I Am,221226,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,spotify:track:7nDoBWDvf02SyD8kEQuuPO,spotify:album:2TRJMLAU1nVzGA7Zpvkl7L,0.113,"['contemporary country', 'country', 'country road', 'modern country rock']",67.0,0.474,0.857,False,0.0,7.0,0.133,-5.734,1.0,0.0435,170.00599999999997,4.0,0.545
47,3672,11,Sam Hunt,Leave The Night On,Montevallo,192160,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,spotify:track:6eYYm2xwrvdav2yakF3cqg,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.109,['contemporary country'],73.0,0.52,0.953,False,0.0,9.0,0.354,-3.813,1.0,0.0622,171.981,4.0,0.856
48,3672,12,Dierks Bentley,Drunk On A Plane,RISER,254466,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,spotify:track:1soxUgYIZb1qx1c7o1Lc7z,spotify:album:5FoxaIGIRuXsbhZhwdfknU,0.00512,"['contemporary country', 'country', 'country road']",72.0,0.439,0.754,False,7.45e-06,9.0,0.18600000000000003,-5.566,1.0,0.0323,205.958,4.0,0.6679999999999999
49,3672,13,Keith Urban,"John Cougar, John Deere, John 3:16",Ripcord,221600,spotify:artist:0u2FHSq3ln94y5Q57xazwf,spotify:track:03LpkqucyYKcYclDs8HuxO,spotify:album:1r7ABqzNXQnUPAH3ZjrHMn,0.0688,"['australian country', 'contemporary country', 'country', 'country road']",73.0,0.6940000000000001,0.779,False,3.99e-06,0.0,0.0803,-6.984,1.0,0.071,84.975,4.0,0.594
50,3672,14,Eric Church,Springsteen,Chief,263386,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,spotify:track:05ZACkzW8YbRq3eFgIfSNB,spotify:album:5dtw6CoMhbrSj01YUvdQOF,0.1,"['contemporary country', 'country', 'country road', 'modern country rock']",72.0,0.6920000000000001,0.809,False,9.77e-05,2.0,0.185,-5.935,1.0,0.0255,104.023,4.0,0.927
51,3672,15,Maddie & Tae,Girl In A Country Song,Start Here,217839,spotify:artist:34bhyY8jfKez7uKakMfy4y,spotify:track:1GRiBe0kNCNYpjwCHIyynI,spotify:album:3MpmJPwKgMQ6hkGVlRwOpj,0.285,"['contemporary country', 'country']",53.0,0.59,0.9079999999999999,False,0.0,8.0,0.36,-3.7889999999999997,1.0,0.084,160.028,4.0,0.8740000000000001
52,3672,16,Canaan Smith,Love You Like That,Bronco,203052,spotify:artist:0q2lY1ZzFckzciuoMtUvck,spotify:track:2QVzUws1l5mzZ4v46tGHrC,spotify:album:40hl9x5G7YelVvXQGroLa2,0.0127,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']",58.0,0.561,0.7559999999999999,False,8.340000000000001e-05,11.0,0.233,-5.056,1.0,0.0287,145.129,4.0,0.7020000000000001
53,3672,17,Zac Brown Band,Loving You Easy,JEKYLL + HYDE,155653,spotify:artist:6yJCxee7QumYr820xdIsjo,spotify:track:69XcvSymPaTke2Qb6f3W6P,spotify:album:1xy141zMRluP7YaE94IawT,0.017,"['contemporary country', 'country', 'country road', 'modern country rock']",73.0,0.722,0.593,False,1.42e-06,1.0,0.067,-3.9530000000000003,1.0,0.0269,98.98200000000001,4.0,0.326
54,3672,18,Luke Bryan,That's My Kind Of Night,Crash My Party,190186,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,spotify:track:5HGibWoxnkYSkl6mHmAlOE,spotify:album:5M8gr5RV2eR6UkztC69ogB,0.0626,"['contemporary country', 'country', 'country road']",76.0,0.66,0.754,False,0.0,4.0,0.1,-2.84,0.0,0.051,110.02,4.0,0.899
55,3672,19,Keith Urban,Somewhere In My Car,Fuse,236906,spotify:artist:0u2FHSq3ln94y5Q57xazwf,spotify:track:50nzorQ9gi2md8UpFi8aJT,spotify:album:5rESCws46ubPJlqOeb30Rv,0.0072,"['australian country', 'contemporary country', 'country', 'country road']",73.0,0.6,0.867,False,6.25e-05,10.0,0.11599999999999999,-5.394,1.0,0.0367,118.03200000000001,4.0,0.619
56,3672,20,Old Dominion,Break Up with Him,Meat and Candy,207733,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,spotify:track:5ZManJDV3CexO66nRCkdiV,spotify:album:1G4WDlYjm0VqgyEymNJRcf,0.0685,"['contemporary country', 'country road']",70.0,0.615,0.632,False,0.0,3.0,0.10800000000000001,-5.382000000000001,1.0,0.0374,152.035,4.0,0.56
57,3672,21,Michael Ray,Kiss You In The Morning,Michael Ray,181400,spotify:artist:6ghiFYcwn2Vzl6K50U0UPz,spotify:track:6jRcSR1kOPWJYisvkFfjUV,spotify:album:1JBo2GmY1NskygCzWzGqHF,0.007690000000000001,"['contemporary country', 'lift kit', 'modern country rock']",59.0,0.557,0.909,False,0.0,11.0,0.317,-3.405,1.0,0.0423,152.13,4.0,0.857
58,3672,22,Dan + Shay,Show You Off,Where It All Began,183280,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,spotify:track:4w9LtJn74XQhsHD1zAHnzY,spotify:album:2Zkvy7eARxR3qjKNWMiwMa,0.207,['contemporary country'],76.0,0.5429999999999999,0.851,False,0.0,11.0,0.0655,-4.197,1.0,0.0381,166.054,4.0,0.779
59,3672,23,Brad Paisley,Perfect Storm,Moonshine in the Trunk,234840,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,spotify:track:14UE0L5fL5TL0ohEiAv56X,spotify:album:5jz1XHH4z5CegCDlAe9ujP,0.365,"['contemporary country', 'country', 'country road', 'modern country rock']",67.0,0.53,0.753,False,4.1899999999999995e-05,0.0,0.26899999999999996,-5.551,1.0,0.0346,123.979,4.0,0.38
60,3672,24,Sam Hunt,Take Your Time,Montevallo,243706,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,spotify:track:7vWGeYZJUzBXKGPro05UXS,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.102,['contemporary country'],73.0,0.5529999999999999,0.723,False,0.0,11.0,0.212,-5.607,1.0,0.0453,157.998,4.0,0.473
61,3672,25,Sam Hunt,Single For The Summer,Montevallo,310306,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,spotify:track:4Dx3lUUyZx5NIUl5tCZSa8,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.000915,['contemporary country'],73.0,0.561,0.845,False,0.0,8.0,0.27,-6.34,0.0,0.0467,155.849,4.0,0.489
62,3672,26,Thomas Rhett,Make Me Wanna,It Goes Like This,225066,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:69DR48pXzSabFUfQfDDJDb,spotify:album:2ZHYOFW5giX6a4n5eqTnUB,0.0369,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.545,0.818,False,0.0,9.0,0.10099999999999999,-6.38,1.0,0.0541,109.01899999999999,3.0,0.679
63,3672,27,Florida Georgia Line,Sun Daze,Anything Goes,184706,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:0El2Zyt68nYySFDG87hZgM,spotify:album:5NG7WZaCZZ12M5LJm0JcVc,0.10300000000000001,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.47700000000000004,0.9520000000000001,False,2.38e-06,4.0,0.441,-3.715,1.0,0.0402,170.09900000000002,4.0,0.867
64,3672,28,Jake Owen,Anywhere With You,Barefoot Blue Jean Night,209586,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,spotify:track:2yWtLaPCOUDyi7f1lOXCn5,spotify:album:4GeJssW5iLOSLOIXhLfOUJ,0.0418,"['contemporary country', 'country', 'country road', 'modern country rock']",68.0,0.475,0.9359999999999999,False,0.0,5.0,0.0873,-2.545,1.0,0.0413,151.988,4.0,0.598
65,3672,29,Billy Currington,Don't It,Summer Forever,188999,spotify:artist:1By9QBFnjZAoI83BZppHlt,spotify:track:4iLPK8QnOvqm0Azbsk2GDn,spotify:album:3OkqAak6KhIQExElXif7UW,0.0484,"['contemporary country', 'country', 'country road', 'modern country rock']",68.0,0.573,0.8240000000000001,False,0.0,1.0,0.335,-4.4430000000000005,1.0,0.0373,90.96600000000001,4.0,0.6679999999999999
66,3672,30,Joe Nichols,Sunny and 75,Crickets,207120,spotify:artist:4aJTB79uwT4sP0Nb8QGWHc,spotify:track:6YGqR5D82R4xc4pqgj0KZo,spotify:album:4maav8jTujRDfFU7AGG7xo,0.192,"['contemporary country', 'country', 'country road', 'modern country rock']",59.0,0.539,0.89,False,2.36e-06,0.0,0.102,-4.422,1.0,0.0603,120.04799999999999,4.0,0.243
67,3672,31,Blake Shelton,Sangria,BRINGING BACK THE SUNSHINE,233480,spotify:artist:1UTPBmNbXNTittyMJrNkvw,spotify:track:0p1HtkrNYxv0iDfEKwXSTp,spotify:album:0daIqjuhsQqXoeII3pBSeT,0.017,"['contemporary country', 'country', 'country road', 'modern country rock']",72.0,0.6459999999999999,0.7240000000000001,False,1.39e-06,9.0,0.153,-6.96,1.0,0.0265,115.984,4.0,0.54
